8300,"Laundry And Dry-Cleaning Workers"
8310,"Pressers, Textile, Garment, And Related Materials"
8320,"Sewing Machine Operators"
8330,"Shoe And Leather Workers And Repairers"
8340,"Shoe Machine Operators And Tenders"
8350,"Tailors, Dressmakers, And Sewers"
8400,"Textile Bleaching And Dyeing, And Cutting Machine"
8410,"Textile Knitting And Weaving Machine Setters,"
8420,"Textile Winding, Twisting, And Drawing Out Machine"
8450,"Upholsterers"
8460,"Miscellaneous Textile, Apparel, And Furnishings"
8500,"Cabinetmakers And Bench Carpenters"
8510,"Furniture Finishers"
8530,"Sawing Machine Setters, Operators, And Tenders, Wood"
8540,"Woodworking Machine Setters, Operators, And Tenders,"
8550,"Miscellaneous Woodworkers, Including Model Makers And"
8600,"Power Plant Operators, Distributors, And Dispatchers"
8610,"Stationary Engineers And Boiler Operators"
8620,"Water And Wastewater Treatment Plant And System"
8630,"Miscellaneous Plant And System Operators"
8640,"Chemical Processing Machine Setters, Operators, And"
8650,"Crushing, Grinding, Polishing, Mixing, And Blending"
8710,"Cutting Workers"
8720,"Extruding, Forming, Pressing, And Compacting Machine"
8730,"Furnace, Kiln, Oven, Drier, And Kettle Operators And"
8740,"Inspectors, Testers, Sorters, Samplers, And Weighers"
8750,"Jewelers And Precious Stone And Metal Workers"
8760,"Medical, Dental, And Ophthalmic Laboratory Technicians"
8800,"Packaging And Filling Machine Operators And Tenders"
8810,"Painting Workers"
8830,"Photographic Process Workers And Processing Machine"
8850,"Adhesive Bonding Machine Operators And Tenders"
8860,"Cleaning, Washing, And Metal Pickling Equipment"
8910,"Etchers And Engravers"
8920,"Molders, Shapers, And Casters, Except Metal And Plastic"
8930,"Paper Goods Machine Setters, Operators, And Tenders"
8940,"Tire Builders"
8950,"Helpers-Production Workers"
8965,"Other Production Workers, Including Semiconductor"
9000,"Supervisors Of Transportation And Material Moving Workers"
9030,"Aircraft Pilots And Flight Engineers"
9040,"Air Traffic Controllers And Airfield Operations"
9050,"Flight Attendants"
9110,"Ambulance Drivers And Attendants, Except Emergency"
9120,"Bus Drivers"
9130,"Driver/Sales Workers And Truck Drivers"
9140,"Taxi Drivers And Chauffeurs"
9150,"Motor Vehicle Operators, All Other"
9200,"Locomotive Engineers And Operators"
9230,"Railroad Brake, Signal, And Switch Operators"
9240,"Railroad Conductors And Yardmasters"
9260,"Subway, Streetcar, And Other Rail Transportation"
9300,"Sailors And Marine Oilers, And Ship Engineers"
9310,"Ship And Boat Captains And Operators"
9350,"Parking Lot Attendants"
9360,"Automotive And Watercraft Service Attendants"
9410,"Transportation Inspectors"
9415,"Transportation Attendants, Except Flight Attendants"
9420,"Miscellaneous Transportation Workers, Including Bridge"
9510,"Crane And Tower Operators"
9520,"Dredge, Excavating, And Loading Machine Operators"
9560,"Conveyor Operators And Tenders, And Hoist And Winch"
9600,"Industrial Truck And Tractor Operators"
9610,"Cleaners Of Vehicles And Equipment"
9620,"Laborers And Freight, Stock, And Material Movers, Hand"
9630,"Machine Feeders And Offbearers"
9640,"Packers And Packagers, Hand"
9650,"Pumping Station Operators"
9720,"Refuse And Recyclable Material Collectors"
9750,"Miscellaneous Material Moving Workers, Including"
9800,"Military Officer Special And Tactical Operations Leaders"
9810,"First-Line Enlisted Military Supervisors"
9820,"Military Enlisted Tactical Operations And Air/Weapons"
9830,"Military, Rank Not Specified"
9920,"Unemployed And Last Worked 5 Years Ago Or Earlier Or Never"
N.A.,"Classification Is Not Applicable"
